sequence	16S_rRNA_Count	metadata_NSTI	best_domain	closest_reference_genome
8612cab9495f2a8e2e5818e05f6303be	1	0.014473	bac	GCA_003584705.1
1a15e4bbe7f34f1779724a441de9e66f	1	0.037624	bac	GCF_001591705.1
2762c440eaa982e4d2cf7ff1489d7043	1	0.108749	bac	GCA_021201235.1
8c2d84af096c3f9e6934f07f775b40ad	1	0.102947	bac	GCA_916988195.3
9a270e5b41682ff3d8e7117061cd4cc1	1	0.196772	bac	GCA_022009755.1
456b19c3545c0b35aabc43523c19643e	1	0.405007	bac	GCA_010206265.1
95c22ac7e82fed361985425e02606802	1	0.028868	bac	GCF_900209925.1
e4caf0bc6e87671804c2689b231108c5	2	0.01173	bac	GCF_002161355.1
4adbe3f72e24956dc9731e3c1b9f4e0f	1	0.128241	bac	GCF_000154845.1
cd3750d4dbbb359cb6fb72befdf1ddb5	1	0.07984	bac	GCA_900543205.1
3d4d4f93ec6a176381452dbd4f1a1518	1	0.343353	bac	GCA_014385095.1
acb8930a84efdb87a003b637cedbb911	1	0.00015	bac	GCF_000382445.1
5c387d207573bff1495fb71448f411cc	1	0.116167	bac	GCA_016899975.1
70c9faf697912e5e5084daffbb5a6904	1	0.013683	bac	GCF_003634345.1
b5267d2a837b7b7117594d77cc3d2ef5	1	0.204183	bac	GCF_000468015.1
4338c13d71f255ac8cb3349d8ed3f89c	1	0.143304	bac	GCF_015140235.1
489a19bb1f67d0f27aba430e21184871	1	0.012267	bac	GCF_002161595.1
df7267d46ef5f75d742275623a099683	1	0.196772	bac	GCA_022009755.1
eba1588edb3a65ba04e29c3cd29c2c6b	1	0.05007	bac	GCF_000468015.1
af45bcc18b8921937c624dea5d431f6e	3	0.23707	bac	GCA_017569305.1
8789b04bfdd47fe2f61c544ae1fc8f98	1	0.03034	bac	GCF_014384985.1
39632232ab81a34884d922a03c34470e	1	0.01477	bac	GCF_003471165.1
e4233d81e6e316b9303460a3da122782	1	0.125515	bac	GCA_944391805.1
f59ab364f3b1c506311def2e95020e1e	1	0.112955	bac	GCF_004340975.1
889f868bb3997850bffa2329eeeae350	1	0.341302	bac	GCF_022809355.1
7c837bded537cca213101e3928db214c	1	0.00015	bac	GCA_001717545.1
ac128775914aab7d8c485fee5d461d64	1	0.00015	bac	GCF_001070855.1
0074d825762cf893815432398b126ee0	1	0.00015	bac	GCF_003479605.1
7f859e72c78693d5628acbc37d417fa7	1	0.00015	bac	GCF_018408705.1
81c3055b332d0abe98aa3c91f34d0e14	1	0.107743	bac	GCF_000159995.1
3f33f8ca3484af0e4f0f47ba45f4b1a7	1	0.009578	bac	GCA_900546285.1
1cc18d85195fcb133eea0a4c06524596	1	0.115789	bac	GCA_900115795.1
6e44d662ce5a89e92c5d708f80ca3db2	2	0.417265	bac	GCF_000981035.1
73ac29f2b96c89377026e389c04181ce	1	0.179931	bac	GCF_900104615.1
ffc9df0353760f7cbe2feb6da5786138	1	0.014709	bac	GCF_003471165.1
b541abb5bd6a20fdc3dd9f1532c5c2ed	1	0.119996	bac	GCA_910575585.1
65ca3c073c677d046c4fec62b638a7a3	1	0.206463	bac	GCA_900540365.1
c514d9acfbfb62cb88dfdb0037f53d5d	1	0.020656	bac	GCF_900120005.1
09a7c5e8faed3fbcfd12c43ec239d505	1	0.090567	bac	GCF_900176335.1
f5d89a93dacd4fc20c251e22fe7fd5d1	3	0.326837	bac	GCA_900108205.1
95529a252c20845e3947e52e967df6e0	3	0.240706	bac	GCA_017569285.1
0c0cbd41adf4f6144600a3afe6f7382b	1	0.00015	bac	GCF_007109405.1
5d366a0fad6259b833148578b229b7ae	1	0.025856	bac	GCF_023347275.1
63d6c3775b93037b3502385146dc09d7	1	0.044746	bac	GCF_000188295.1
d5cd1d3208ebdf98af12a1ef89118ee3	1	0.121195	bac	GCA_015067305.1
e3f6ded65bc42d7897c4fe1bb8bffde2	1	0.099321	bac	GCA_000701945.1
e964ab2952244407f901067700b7c4db	1	0.020357	bac	GCF_018784445.1
acaa288157e896442cec0d66c9d2a56c	1	0.00015	bac	GCF_900128475.1
b361f74553ceae6bc55634424c553d10	1	0.073354	bac	GCF_021531315.1
27874a5ca440473cef37cc1533306aaa	1	0.01986	bac	GCF_000703005.1
b9e872328a69df9971f75adf004be72b	1	0.014651	bac	GCF_000187895.1
c4189ce3abe7ac358660c55f541fcfaa	6	0.014868	bac	GCF_024168045.1
61a9ca381833394f55ba6194b93d05cd	5	0.318211	bac	GCF_004103735.1
f1704134c7a4f8a9c0191d6bb093c511	1	0.109475	bac	GCF_000205165.1
3e6ec755f8a197538aa291ad31ae6310	1	0.014845	bac	GCF_009883055.1
4dd2dd4e7447ee76d40c3cef04910e22	1	0.151307	bac	GCA_934278995.1
461a343575513ae5532f959f04d02923	1	0.058857	bac	GCF_024397795.1
2a117fd7f8059bc3fcf0e1ba625aaa1a	1	0.405991	bac	GCA_018262715.1
528223cd54c8dd65dff75788ac6a720d	1	0.040223	bac	GCA_900103495.1
6891dda607b9854c9b49e9bda520f882	5	0.014967	bac	GCF_900537995.1
ff8f3d8272954f67ff958e810e0b6113	1	0.028963	bac	GCF_009696065.1
73660eea21ffabc9a7869337fa7d5898	3	0.00015	bac	GCA_018228685.1
cd1698cabdb7466c19b3544bcc778b0f	1	0.167857	bac	GCA_015067305.1
d1708a92c526607db192caaa45fb7314	1	0.124897	bac	GCA_902765005.1
7714688a396037d352e6d974960102ec	1	0.114456	bac	GCF_000210095.1
fa0e561ccfb326e5769c3029ef7d48af	1	0.092909	bac	GCA_003584705.1
f401931bb08c0c09bdf9a4511a2c128f	1	0.041257	bac	GCF_003472385.1
bcbb7de634870ffbf66652322fe10bc7	1	0.00015	bac	GCA_000758905.1
ae1f8356103d3b9216c89219c8c8e6d6	1	0.144773	bac	GCF_000703005.1
ca0847a809ec17ba3041c8af57d76c03	1	0.200053	bac	GCF_900176335.1
4c84f06947cc1d01f2da20e28cdd87ef	4	0.012447	bac	GCF_001274535.1
f35fcf2be5c614537bfeced1e9ac8b7d	1	0.004727	bac	GCF_900120005.1
62d3e0b63156ac279180314b09ebc1d7	1	0.014375	bac	GCF_000146185.1
61e845789628d1297bef4b6102df85ec	1	0.00015	bac	GCA_900767815.1
ad94745f8d64e3a59eee4e1fb841467a	7	0.014035	bac	GCF_000026225.1
35e998c55d4c772352d8677cd1c072ab	1	0.00015	bac	GCF_000194985.1
338a3f26bedd2782353dc6d2507c209e	6	0.49908	bac	GCF_014218335.1
71632c181d76a0881f3a809ccf5d9c29	1	0.013986	bac	GCF_016901775.1
8dfd3e7231159759b5e897c367cb49df	1	0.221915	bac	GCA_014385025.1
983f45d8efc2a85028bf2a7342d436c4	3	0.432011	bac	GCA_017569285.1
cf03f77eac6572aa59d731c43f81e8db	1	0.00015	bac	GCF_008365315.1
d3e558b11141511b29a636c9e1bf3b70	1	0.011778	bac	GCF_900108345.1
229c01d381f09626b0ea13d14ff38248	1	0.14021	bac	GCA_902399855.1
6e07df51804c551f815f134c313354c3	1	0.028162	bac	GCA_000687695.1
d8e473a9d7e771363e2f2ebc6a9ec648	1	0.122075	bac	GCA_000701945.1
81d5aade578f34b1b19a6eaa19005028	1	0.124897	bac	GCA_902765005.1
46cd4dc5e11318d9ac4ca2e2958d8d5d	1	0.111637	bac	GCF_022809355.1
5d7ecea56e650d28fe7ae7f593c6786b	1	0.416186	bac	GCF_022758145.1
44c049571d3bf4d8723c4b7714ad0977	3	0.108044	bac	GCF_000154845.1
469a850812adaca32e279d0a032a8f72	1	0.186082	bac	GCA_015067305.1
7e50d5668e481444636c5413866d1122	1	0.145242	bac	GCA_021202555.1
c0f2ae6d334f8dcc8804d8ca77645719	1	0.129762	bac	GCF_900142075.1
c51a7073ca67fd2dbacc67a541a5808c	1	0.00015	bac	GCA_000154345.1
48b77bb4c05dada4f7b9df52346a1aa4	1	0.014496	bac	GCF_003460605.1
a154b116beaf5e52de7e7128714e1037	6	0.00015	bac	GCF_019127135.1
638f6ab5823fc82fc55d08e7d1b08e0f	3	0.447741	bac	GCA_017569285.1
2a101fe06eccd9b7bcd07875eb3e83e7	1	0.132326	bac	GCA_934309345.1
c4e7534abeb13bcadeaacea29e67206e	1	0.014477	bac	GCA_902362595.1
ba954ce0143f360d09ceca2b5037c0a9	1	0.072052	bac	GCA_020859755.1
3614e9724299f910a7b811904b7b0a66	1	0.00015	bac	GCF_001025135.1
b807b881557c2948c35ff1b307f1f67c	1	0.17479	bac	GCF_009696065.1
f1dff24c10249e5b4caf420a95a1b462	6	0.111906	bac	GCF_010669225.1
0385bf4206f5b3d2e1b84c3fa36072c7	1	0.014103	bac	GCF_013304385.1
ca6bb9dd0ec49367448de9590329609b	2	0.015781	bac	GCF_000296445.1
7b9d80cdac5d47fa82692f2c9a2936d1	1	0.014923	bac	GCF_900604335.1
fb78560fb0bfc6188e450102d2042840	3	0.126942	bac	GCA_017569285.1
0b88d6535de69850df61ab79585004ed	1	0.225161	bac	GCF_014384765.1
d4941c1130ac12ce61153d9ba0acf14f	3	0.014473	bac	GCF_000223315.1
ea24ef636198fa415263f23e6454b346	1	0.00015	bac	GCF_014384805.1
dc2e80b3a08ed4d1447e6cc56ba96619	1	0.014652	bac	GCF_000173975.1
5aae6c1e2f64d4577461ee1edef0e061	1	0.004488	bac	GCA_004557645.1
5faa7e23534a027de2a3bb81ebcc64c1	5	0.119227	bac	GCA_018434325.1
501b984b4a77da9245e27bca4ed86824	3	0.052311	bac	GCF_014334055.1
3d4c48a6f96c6b2a580329afe17a60f5	1	0.396057	bac	GCF_002160955.1
e473833d8bf71e38a803987dee11cc20	9	0.00015	bac	GCF_024499055.1
5a5338f3ae73835d83fdcf44c099ea98	4	0.00015	bac	GCF_000014445.1
7cc8437f76456c362a06cebaf2578f1c	1	0.047104	bac	GCF_014384785.1
85e76baf6ecc56b1c3b8def9761ca132	1	0.109078	bac	GCF_014287875.1
dc4a8efd40eb739d8cc0bb96ccf9cffa	1	0.00015	bac	GCA_934162125.1
d391f450e46be90ecfd8643770c04a0f	1	0.00015	bac	GCF_900079775.1
953c63bcbdcab8a26dda3740dc71c85d	1	0.270689	bac	GCA_902784545.1
f21679559b38f3a734ca3f9459986abd	1	0.042081	bac	GCA_934183165.1
3250e01e4736dadd0e17b43d2a4289b6	4	0.00015	bac	GCF_000160035.2
4a8c2e3c220acc05ceeadb16e67d1221	1	0.132495	bac	GCF_014337195.1
1b32743425b69dd141cbc73f5c50eb15	1	0.451222	bac	GCA_001872735.1
ae4840ab689ee82760593eb43d4a6daa	1	0.00015	bac	GCA_018223385.1
25116832e4793975e54c5cf63318021c	1	0.188876	bac	GCF_015140235.1
3c40600e8b839afd67cd28f5968ae284	1	0.291085	bac	GCA_902363805.1
b7c7d601023f69ff3ba354618fdd8591	1	0.029089	bac	GCF_001404655.1
b7fceeb5c10fb47b4325c447c5115a60	1	0.188154	bac	GCF_002159845.1
6d1517248330d52265d408ed8e723f28	1	0.00015	bac	GCF_000210095.1
aff7dded8c5ed770e147a7af4ff991b8	1	0.539687	bac	GCA_015067305.1
333aa24e7011c8fcec15f81aad2a16fa	1	0.043025	bac	GCF_002995745.1
a95c944f818265f27bc64308365653cc	1	0.108303	bac	GCA_022846095.1
9245d8477cef1eacc45aa824bd8c8d3f	1	0.124901	bac	GCA_905199855.1
9365be1be080244f6cc583c08703941a	1	0.027295	bac	GCF_900128485.1
5f2611cd6cf6a484919f2c024931cc47	1	0.114684	bac	GCA_025150425.1
424a70c16c962ccfaa4f568cbf2c2809	1	0.192297	bac	GCA_910574185.1
07bb39caa287d154e28c09dc7cdcbc02	1	0.193691	bac	GCF_943192945.1
bca6b9afbb3e77015e5a09ef2f4146bf	1	0.19423	bac	GCA_003612625.1
f9d81ced86cb3d1dbb212831ab7f7b74	5	0.291561	bac	GCF_004103735.1
07340fc4f24fd8f85fa12cc09e548c88	1	0.014502	bac	GCA_025148965.1
282280122f3ad63c3147dd528d9804af	2	0.185536	arc	GCF_000016525.1
a333fbaf1e7c24434ced5750db12850d	8	0.015249	bac	GCF_004168205.1
d181ea3b4a06aa7645a1390266e1a3da	1	0.141014	bac	GCA_022846095.1
345c77940e869ae7a601660cf4478cc9	1	0.028268	bac	GCF_014281125.1
6becbb10ca826e860d5311aad2bfc2f4	1	0.139128	bac	GCF_015557635.1
a56dda334ce0939c11a9b0a0507e35d8	1	0.005035	bac	GCF_012932375.1
762ea0e5ff46ddfa6e84600ec2bc5afd	1	0.31128	bac	GCF_900130065.1
a0001d40623f480eac4eceeb3dca4e68	4	0.155038	bac	GCF_002777255.1
5c00a8864ca93f8645e87162561061be	1	0.01513	bac	GCF_900079775.1
319d21b82e058961a6a1d4996f50a75d	1	0.091566	bac	GCF_014384705.1
b24211b7f3f343ee17a1d4019c7f4a1d	8	0.015857	bac	GCF_004168205.1
8825337efac3334b7135bb2636b95cbe	1	0.01986	bac	GCF_000703005.1
0995f59d94a3a11597b5948ac8c590a8	1	0.5662	bac	GCF_003481705.1
53e76277f9fcbeff6929c8743ea722fb	1	0.051131	bac	GCA_022835495.1
a50805a6bdae0a82d21b9f8639c4702a	1	0.030051	bac	GCA_003481005.1
dde24c5abb4b0586406cf9b847bbde0c	1	0.030004	bac	GCA_904419725.1
13498a801b2910082f2b1f2e70bb5133	1	0.051152	bac	GCA_022835495.1
7a2a68bb7b84d2fbcbe2b7521cb8124a	1	0.013859	bac	GCF_000969825.1
aa6e475496abc8abfb8c2351b01245b4	1	0.045613	bac	GCA_022009815.1
ec3385a16aa5cc5edb426e7aa5a5d530	5	0.00015	bac	GCA_025148635.1
b95fcaa9a053a4f3c297cdd65d243096	1	0.23487	bac	GCF_015140235.1
8564fbdd1a1cfaaf6ef7fb37d9fcb72b	1	0.201708	bac	GCF_014384805.1
9d755cd80e3f93194d2576351a86feb2	1	0.054903	bac	GCF_003481705.1
ad6f7f8413fc3191ae9ec45c307f9910	1	0.00015	bac	GCF_009696265.1
cc38ee486d72138e3545ea8a3fa5eb23	1	0.167343	bac	GCA_905199855.1
47bfa9d923a4d225882557d94b428eb6	1	0.160007	bac	GCA_020687485.1
e6ec3bb85fb33c041ff54892d1623f36	1	0.076252	bac	GCA_015069485.1
aa2998e13ff6bf62eb94965075a0fba1	1	0.00015	bac	GCA_900538555.1
a9d3bf668351cd7a2c6dd51151374131	1	0.422429	bac	GCA_014385095.1
2f77f23104a84f36c645b1972aaf3724	7	0.029647	bac	GCF_003697165.2
238802b8581ed679d73255632b635aff	1	0.061046	bac	GCA_910577815.1
f23356f54d1a601f41dfc827a6cc77ac	1	0.117963	bac	GCA_014385085.1
26704db4f69c7715014b5cf8d734adc8	1	0.118104	bac	GCF_900104615.1
bd43f9692ebe45c869df1073666f43da	1	0.200142	bac	GCA_934747805.1
c6e91611f917c95a076017cfb621f73a	1	0.117696	bac	GCF_900079775.1
9f5334f96e8ad1a9440fcf61a7e6f87a	1	0.116085	bac	GCA_002841545.1
37719332400cfa42115ff6be8e7e5bbe	1	0.154608	bac	GCF_900129135.1
b7e631cac8e4bb667d2e2b63614d725f	1	0.037488	bac	GCF_003287495.1
85e926034a3279454df5dfc15f9adddf	1	0.367904	bac	GCF_003268275.1
e0f6d578672e9abb06b047d8732176ae	1	0.118072	bac	GCA_900112995.1
1de60165b280162a3a7cff001efeeeb5	1	0.60221	bac	GCA_022706785.1
5cbdd24e62546d03978bffbe3606e8fc	1	0.044075	bac	GCA_944362615.1
215208d8714fa9fc16d73e9e4d65d1f5	1	0.10994	bac	GCA_916988195.3
a3d88d51e6f78d944bc7bcbf861d1602	1	0.10994	bac	GCA_916988195.3
f0cef70b4e9b26bd1f5a6b19c03036d3	1	0.200142	bac	GCA_934747805.1
51bd09cd842391d8e1b7929ecd3ae769	5	0.005759	bac	GCF_020736365.1
257a55bea1a8f3fcb963510b284a9cd8	1	0.084787	bac	GCA_905219705.1
da54f939a72037142ea613fd9d8a3b91	1	0.363434	bac	GCF_014384805.1
064933ae9e1ed9485f54481e04d9de61	1	0.169335	bac	GCA_900759985.1
d24d32a9e1c9000a83583ef66f88d416	1	0.165421	bac	GCA_021151485.1
80e2f03ea98dd332f64e041ccf3f81d8	2	0.043463	bac	GCF_022496765.1
a1ebf102ef44b847b4abec5a8d7cc345	1	0.014474	bac	GCA_003584705.1
04738a8f21e091e443b5d423589f9bf3	1	0.00015	bac	GCF_001717505.1
a59a5c51e17ee681e05c879a86ae8fe5	1	0.013718	bac	GCF_003634345.1
dd8dd1b64123b1874c733d2fe7e4feca	1	0.114794	bac	GCA_900109435.1
1dad8c88085995f5c79e308cda26d592	1	0.057371	bac	GCF_014287895.1
8698df99b6eed6c10bb214f47de539ba	1	0.116167	bac	GCA_016899975.1
dae5ad80fe9f390665b47a676c44796d	1	0.180954	bac	GCF_014384905.1
d5898dadac8a7227bec61ef0d4b8a633	1	0.00015	bac	GCF_000296505.1
8795e407485b879816e821e33d05f1de	2	0.003542	bac	GCF_001553035.1
70535b52ffbb5123e890ced4f56c9b06	4	0.107787	bac	GCA_025146925.1
b5f3e875d56726690ae2f390c8024320	1	0.015139	bac	GCF_003478335.1
ce57115a6ad3d8d3ba7622782f28a81a	3	0.249645	bac	GCA_022009755.1
1e86f6512442510d51862bdfd3792aea	3	0.353103	bac	GCA_017569285.1
311a6b855f3760d720c7ca5bfa727522	2	0.132874	bac	GCF_900021155.1
fbec87af15341cdfcb4d68b426954e5f	1	0.204212	bac	GCA_900104565.1
ee8d1e5dc6b73378742ddfb3b3cdf8ed	1	0.014141	bac	GCF_015668515.1
993d964fb92108bce47b932678d6148f	1	0.10994	bac	GCA_916988195.3
b6c96788cf1109581247ad99a9e9d390	1	0.014662	bac	GCF_003479405.1
5350ebbb358f26132d5d41edb01bd88d	1	0.014276	bac	GCF_000468015.1
cbdbc64090624d2d6a517d625aa374b3	1	0.225161	bac	GCF_014384765.1
18b347aba9436f401d2193af4865b457	5	0.00015	bac	GCF_002970915.1
24d0dc1fa902c01cf0ddcadcf9e933a8	1	0.014524	bac	GCF_003473545.1
2b058e0a10571a1313addedc22ed9188	7	0.108176	bac	GCF_900116045.1
40d7269d78874c56c8621deb61732635	1	0.014821	bac	GCF_008121495.1
898b95cd44bc023588c06475414e8005	1	0.00015	bac	GCF_012843905.1
7747961d8ff327108635d49e4a2bd5b2	1	0.015174	bac	GCA_025152575.1
8e2fbc5f094c76af70deefa4adba4bd0	1	0.250797	bac	GCA_000620945.1
9729e52437a15660adafa633e0ac1171	1	0.00015	bac	GCF_005844425.1
a7201579dc025674128860998249d4a9	5	0.435571	bac	GCF_000746025.2
1473b25fccb16f5151f0fc5f332a7806	1	0.149445	bac	GCF_900078395.1
ed85d961672e9e8f00c4ba30065c36af	1	0.080211	bac	GCF_020892095.1
3a77d795c5c78eb9ed055ec6f92661a9	5	0.109797	bac	GCF_001701045.1
baeb5e445f40bb71a4d0eefafa475a67	1	0.139715	bac	GCF_900167205.1
404312faceabd90b187a92313fa80ce8	1	0.132871	bac	GCA_003460745.1
62f7de18e4e64b1e48638e95c9db2401	1	0.137257	bac	GCA_015055965.1
2081daec4e7c3f00659cddb53a8fdccd	1	0.252205	bac	GCA_944390455.1
5b2309eb9ea69d692b004a76aa2639d9	1	0.122075	bac	GCA_000701945.1
1e682487e5e9e625ff43d04e2ee3fced	1	0.152869	bac	GCF_021531715.1
c3eccd10e2ca758234335a5544874fec	1	0.00015	bac	GCF_002874775.1
23e0a5eaee29f501cfa107d06b8082fd	1	0.028815	bac	GCA_902362435.1
69dca2dfac6d372f1a405c28de41b19e	1	0.129191	bac	GCA_905199855.1
a1bfdef09ca119c45b324e3b038a3694	1	0.014973	bac	GCF_015557635.1
e5eff7baf4555fd3c240c012e076c2a4	1	0.00015	bac	GCF_003478035.1
9d9153c0e4e78cb63ef2a3815347fb01	1	0.119509	bac	GCF_900148495.1
a8b81c39e0770751f8efe2afa667ad51	7	0.014071	bac	GCF_002370355.1
bf5d3e74b0e79987a2b34913882388d8	2	0.00015	bac	GCA_025145845.1
52fc93c96c6b61d7bfd5d2f7c6ba934c	1	0.00015	bac	GCF_007954625.1
05c6ce09d2f4d55d67d75bd09ccee88a	1	0.029205	bac	GCF_014384885.1
643d3afaf688f1385c8884254f806019	1	0.11001	bac	GCF_019734885.1
a27733523c475ef98ccd8e07a908e555	6	0.01455	bac	GCA_025151535.1
711e800a7c3fef30851147249f8a6cfc	1	0.111719	bac	GCA_902762495.1
43b108482a2cc368dd8142bf867fb738	1	0.243094	bac	GCA_014385095.1
4cd1c85cef9ec236120a2c0a14f5f14a	1	0.00015	bac	GCF_000146325.1
d12f3de9f54c5bc340a0b72e55d4482e	5	0.166272	bac	GCF_002735305.1
ea3b272e6f93313bc1683389408df674	1	0.043753	bac	GCF_000154845.1
09a821a3be0877f04c97d9bc82413a1e	1	0.115705	bac	GCA_900542245.1
4ec75080b9302e966861d929e993dabb	1	0.00015	bac	GCF_001553005.1
9f116644453f84db5934d97a4305d50e	1	0.014652	bac	GCF_000187895.1
bf313bedc4fc45ab2f477689c79fd866	1	0.188154	bac	GCF_002159845.1
fa3dcd6c647174367ee700dbadc32a6f	4	0.081334	bac	GCF_018866245.1
07b1149ccb783782ec4d38ecb1496c21	1	0.204897	bac	GCF_000468015.1
a3b8d99c327c4d63ff65980b14031c37	1	0.014222	bac	GCF_902364025.1
10e32ef4fd6adcc8027123b4132b3483	5	0.138635	bac	GCF_010669305.1
77a44a9dd24802a40b3bfb1f77a2f1b0	1	0.149445	bac	GCF_900078395.1
104dbcf0e055aa44a40f83b06a2fa74f	1	0.00015	bac	GCF_000834015.1
6147f5fb1e0322829e8911248d5eb663	1	0.00015	bac	GCF_016405145.1
4e34ed387e0bf117e31107e21b4b19a9	1	0.108878	bac	GCF_003634345.1
7de09258dfc0b490cb86b87a36883320	6	0.014847	bac	GCF_024168045.1
a903f153aa561a7ceee8488605279a20	1	0.123906	bac	GCA_014385105.1
1102c156dc32b8e59d71c961397c25ed	3	0.441911	bac	GCA_900769075.1
28a6bd956c673ee3ddbc4a9ed72b8a1f	1	0.26671	bac	GCA_009731425.1
dc250c05489212d6a2d27dbb15e5310c	6	0.01427	bac	GCF_003315195.1
0c8d29e004fad07ea6ca5b03398d5507	5	0.00015	bac	GCF_011304355.1
9bea2e7dcdfda6ae02328de8061b2ad6	1	0.118328	bac	GCF_900103425.1
648250f8f8146ec3b3988c29b52f3971	1	0.00015	bac	GCF_001189515.2
8f63b55cfd04adcc43655e8275f393d1	1	0.016458	bac	GCA_934309345.1
f8dd30b96402a9d210984759e5f14f09	1	0.446319	bac	GCF_940677205.1
8f7d241f7a680d61fcb2fe6f3c09bce6	2	0.003657	bac	GCF_003664125.1
38f2daf71a275f66975ebdbc26fe41e6	4	0.241268	bac	GCF_002777255.1
63d12347725c3596ed831723a7e18b6c	1	0.19639	bac	GCA_902362435.1
b38d0140aa10fab22eac193e3158d07b	1	0.00015	bac	GCF_900142265.1
c9fb6b824424000c08fc3869da737dee	1	0.02928	bac	GCF_000242435.1
3e55d42a3c7e7548b421b20155159f29	6	0.029183	bac	GCA_905186105.1
c4e630d9434128efae6257dcb511a87d	1	0.004955	bac	GCF_002154895.1
7fa84ef5d1daad330c07aa8c4d3ed0ec	1	0.31785	bac	GCA_900769475.1
b8c2fdd75ae36b18d65e9eaca85a3458	1	0.00015	bac	GCF_003096415.1
d41cc2744295f292e81812c2e70f31ba	1	0.130921	bac	GCA_934504065.1
5071a30170329dd5b98c4b0a5b0517f4	1	0.581505	bac	GCF_003481705.1
fdc0eafc932593254d2f5db8e1bb1f58	6	0.00015	bac	GCF_003315195.1
fd3372bc5d74838b8ec500f9ac3d4d21	6	0.014832	bac	GCA_025151535.1
1e5ab59c27292678523148301e95ba52	1	0.270942	bac	GCF_014384805.1
9ef21f656c0d18cc0776badd232506f4	1	0.00015	bac	GCF_002160985.1
3123226f79a07b4499d50c1d7a7f62b4	1	0.283737	bac	GCF_001262605.1
3ff9d1adb4e63de522a7d673533e1182	1	0.014716	bac	GCF_900104645.1
eeff861c75bf8c6936e29388282ff2c4	1	0.137632	bac	GCF_009695765.1
277e425bd269ddd1e97ac37237fb38ce	1	0.39769	bac	GCA_020555605.1
4140832009bb61f6f4c306e1c26589a0	1	0.032613	bac	GCF_020537505.1
7d308a0e6c8ebb0bf1edcd0eb6508c43	2	0.132874	bac	GCF_900021155.1
287abf488406db69cab212897f12e137	1	0.00015	bac	GCA_900547775.1
49687cdb0f1d004abec9b455a9cdea77	1	0.139111	bac	GCF_015557635.1
3455e69d7906efbecefb6c9cbf35d0e0	6	0.014261	bac	GCA_018223365.1
e9318d23e14f9fe919f67094fc5d747e	3	0.022369	bac	GCF_900573985.1
0872e80d032ea3f5fa02c90395d13f13	1	0.461602	bac	GCA_021029595.1
e9ec58efe65e8ec6f54d4a126820ca40	1	0.085758	bac	GCF_005405445.1
bdee24b478e3cf3f35302fd856d967e4	1	0.00015	bac	GCF_000420345.1
df70c99cbf82734b2a3bbe71edc3cf96	1	0.851898	bac	GCF_004342165.1
5b20e5b026f3446ff2f653ec1a94441e	1	0.055304	bac	GCF_002157465.1
5ea6a2bc4cd94ac0acf36984f961719f	1	0.389817	bac	GCF_015140235.1
164d8b3efb205f54c2062d4bb49e6189	1	0.00015	bac	GCF_001486165.1
00555a57ac594a9e57c10c71cc9f421a	1	0.00015	bac	GCF_001436025.1
9c62043244f9c8f00236218492157a25	1	0.541194	bac	GCF_004684055.1
1769950ac602c60531ff433f263b045b	1	0.029082	bac	GCA_905188025.1
d809b9a7982301d26c8cb7a4e2755633	5	0.033284	bac	GCF_000225345.1
127ff6014366e2810911f47baa2d3264	1	0.46219	bac	GCA_900110975.1
a7d8bf8f25b2c7f70a3256639683c278	1	0.00015	bac	GCF_014058425.1
168fed4de50d02ba725346ec469cabf5	1	0.027017	bac	GCA_910588185.1
35b63df25af299ffba41d8f49e9f6697	1	0.120175	bac	GCF_002201475.1
67947fc87cde21ab2a271293a3d10340	3	0.691278	bac	GCA_900199405.1
cb07f183435e5bf076e2eb4f68010fb0	1	0.19501	bac	GCF_002874775.1
fda17edc71e3b8d33ca43fb9cf8a8ef5	1	0.030383	bac	GCF_001025135.1
f2dd26c7557112219a91644d4a751b53	1	0.06352	bac	GCF_900604945.1
4493351e94a50c59bea883a99435e6f0	1	0.030914	bac	GCF_023347275.1
2e3cfdff522d3f626a32751f487d1659	1	0.392832	bac	GCF_014384805.1
220cdd899d2c362043d5261f829e3b13	2	0.109071	bac	GCF_004768785.1
6bf13701687a64d405d641ac466b3bee	1	0.121146	bac	GCF_004343035.1
7355c0a6017b96033eaae48cd7609c43	3	0.293865	bac	GCA_017569305.1
e2cf0ac4594e4427702990c719d96aa9	1	0.029863	bac	GCF_003435375.1
7c4914477484cc970ad95f78d3fe2ae0	1	0.00015	bac	GCF_001487105.1
a3b1b504364fab7e5b4c09d42f5b5d4b	1	0.195661	bac	GCF_014384805.1
9fa3853756e50bf5ad4bde87673de373	1	0.020356	bac	GCA_025152575.1
b9dac1157ffb32466029c720eaaf1228	3	0.032691	bac	GCF_005696695.1
8348e1cac34723594ee4915b4129b95a	6	0.014184	bac	GCF_003315195.1
cbaf3f342b345b6866a2b8940b867e94	1	0.161374	bac	GCA_900115795.1
99fda12a6f7a02e5024908ae62b0dca5	1	0.042852	bac	GCA_022867625.1
f4ecb548ca01de1d1fd42cae2685ef43	3	0.223934	bac	GCA_900769075.1
c1b7dbf97cb85790724b0d6be1f27bbd	1	0.061989	bac	GCA_022706785.1
e9fa695f9ad7c500119757330afb4e80	3	0.22666	bac	GCA_022009755.1
05241240f88513f13357e1975354f2e6	1	0.015397	bac	GCF_016899955.1
3a1180d4a128f0cd6def715da7de645e	1	0.040096	bac	GCF_003287495.1
